Question,Gold Standard Entities,Gold Standard Relations,FALCON_Entities,P_E,R_E,FALCON_Relations,P_R,R_R
What can be cooked out of things belonging to the order Sapindales?,['http://dbpedia.org/resource/Sapindales'],"['http://dbpedia.org/ontology/order', 'http://dbpedia.org/ontology/ingredient']",['http://dbpedia.org/resource/Sapindales'],1.0,1.0,"['http://dbpedia.org/ontology/closed', 'http://dbpedia.org/ontology/membership']",0.0,0.0
How many  TV shows were made by someone who was associated with Lewis Hamilton?,['http://dbpedia.org/resource/Lewis_Hamilton'],"['http://dbpedia.org/ontology/associatedBand', 'http://dbpedia.org/property/creator']",['http://dbpedia.org/resource/Lewis_Hamilton'],1.0,1.0,['http://dbpedia.org/ontology/associatedBand'],1.0,0.5
What is the city whose mayor is Giorgos Kaminis?,['http://dbpedia.org/resource/Giorgos_Kaminis'],['http://dbpedia.org/property/mayor'],['http://dbpedia.org/resource/Giorgos_Kaminis'],1.0,1.0,[],0,0.0
Name the alma mater of Michael hahn ?,['http://dbpedia.org/resource/Michael_Hahn'],['http://dbpedia.org/ontology/almaMater'],['http://dbpedia.org/resource/Michael'],0.0,0.0,[],0,0.0
How many party leaders are there whose parties are headquartered in Berlin?,['http://dbpedia.org/resource/Berlin'],"['http://dbpedia.org/ontology/headquarter', 'http://dbpedia.org/ontology/leader']",['http://dbpedia.org/resource/Berlin'],1.0,1.0,['http://dbpedia.org/ontology/headquarter'],1.0,0.5
How many total religions are followed by people whose hometown is somewhere in India?,['http://dbpedia.org/resource/India'],"['http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/property/religion']",['http://dbpedia.org/resource/India'],1.0,1.0,[],0,0.0
Who are the cast members of The Simpsons Ride?,['http://dbpedia.org/resource/The_Simpsons_Ride'],['http://dbpedia.org/property/starring'],['http://dbpedia.org/resource/The_Simpsons_Ride'],1.0,1.0,[],0,0.0
Which american football team  has stadium as O.co Coliseum?,['http://dbpedia.org/resource/O.co_Coliseum'],['http://dbpedia.org/ontology/locationCity'],['http://aksw.org/notInWiki/OcoColiseum'],0.0,0.0,[],0,0.0
What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor?,"['http://dbpedia.org/resource/The_Mating_Habits_of_the_Earthbound_Human', 'http://dbpedia.org/resource/Mams_Taylor']","['http://dbpedia.org/ontology/associatedMusicalArtist', 'http://dbpedia.org/property/starring']",[],0,0.0,"['http://dbpedia.org/property/actend', 'http://dbpedia.org/ontology/related']",0.0,0.0
List the products of Playboy Enterprises?,['http://dbpedia.org/resource/Playboy_Enterprises'],['http://dbpedia.org/property/products'],['http://dbpedia.org/resource/Playboy_Enterprises'],1.0,1.0,[],0,0.0
Did Gwo Ka originate in Western Africa?,"['http://dbpedia.org/resource/Gwo_ka', 'http://dbpedia.org/resource/West_Africa']",['http://dbpedia.org/property/stylisticOrigins'],"['http://dbpedia.org/resource/West_Africa', 'http://aksw.org/notInWiki/GwoKa']",0.5,0.5,['http://dbpedia.org/ontology/engineer'],0.0,0.0
What are some artists on the show whose opening theme is Send It On?,"[""http://dbpedia.org/resource/Send_It_On_(Disney's_Friends_for_Change_song)""]","['http://dbpedia.org/ontology/openingTheme', 'http://dbpedia.org/property/artist']",['http://aksw.org/notInWiki/SendItOn'],0.0,0.0,[],0,0.0
Which company has a product named Visual Studio and One Drive as service ?,"['http://dbpedia.org/resource/OneDrive', 'http://dbpedia.org/resource/Microsoft_Visual_Studio']","['http://dbpedia.org/property/services', 'http://dbpedia.org/property/products']","['http://dbpedia.org/resource/Microsoft_Visual_Studio', 'http://dbpedia.org/resource/OneDrive']",1.0,1.0,[],0,0.0
Give me the total number of commander of the military conflicts whose commander is Roundhead (Wyandot).,['http://dbpedia.org/resource/Roundhead_(Wyandot)'],"['http://dbpedia.org/ontology/commander', 'http://dbpedia.org/property/commander']","['http://dbpedia.org/resource/Roundhead', 'http://aksw.org/notInWiki/Wyandot']",0.0,0.0,[],0,0.0
Who is the player who plays for the team that has the Michigan Stadium?,['http://dbpedia.org/resource/Michigan_Stadium'],"['http://dbpedia.org/property/stadium', 'http://dbpedia.org/property/currentteam']",['http://aksw.org/notInWiki/theMichiganStadium'],0.0,0.0,['http://dbpedia.org/ontology/plays'],0.0,0.0
Which country's leader is David Johnston?,['http://dbpedia.org/resource/David_Johnston'],['http://dbpedia.org/ontology/leader'],['http://dbpedia.org/resource/David_Johnston'],1.0,1.0,[],0,0.0
How many factions have fought in wars where Francois Marie Le Marchand de Lignery was involved?,['http://dbpedia.org/resource/François-Marie_Le_Marchand_de_Lignery'],"['http://dbpedia.org/ontology/battle', 'http://dbpedia.org/property/combatant']",['http://dbpedia.org/resource/François-Marie_Le_Marchand_de_Lignery'],1.0,1.0,"['http://dbpedia.org/ontology/nerve', 'http://dbpedia.org/ontology/date']",0.0,0.0
Who is the leader of the town where the Myntdu river originates?,['http://dbpedia.org/resource/Myntdu_River'],"['http://dbpedia.org/ontology/origin', 'http://dbpedia.org/ontology/leaderName']",['http://aksw.org/notInWiki/theMyntduriver'],0.0,0.0,['http://dbpedia.org/ontology/date'],0.0,0.0
List the movies whose editors are born in London.,['http://dbpedia.org/resource/London'],"['http://dbpedia.org/ontology/editing', 'http://dbpedia.org/property/placeOfBirth']",['http://dbpedia.org/resource/.london'],0.0,0.0,['http://dbpedia.org/ontology/birthYear'],0.0,0.0
"What is the incumbent of the Al Gore presidential campaign, 2000 and also the president of the Ann Lewis ?","['http://dbpedia.org/resource/Al_Gore_presidential_campaign,_2000', 'http://dbpedia.org/resource/Ann_Lewis']","['http://dbpedia.org/ontology/incumbent', 'http://dbpedia.org/ontology/president']","['http://aksw.org/notInWiki/theAnnLewis', 'http://dbpedia.org/resource/Al_Gore', 'http://aksw.org/notInWiki/2000']",0.0,0.0,[],0,0.0
Which royal person married the successor of Darius I?,['http://dbpedia.org/resource/Darius_I'],"['http://dbpedia.org/property/predecessor', 'http://dbpedia.org/property/spouse']",['http://dbpedia.org/resource/Darius_I'],1.0,1.0,['http://dbpedia.org/ontology/spouse'],1.0,0.5
What is the region of the Kim Sawchuk which is also served by the Airtours International Airways ?,"['http://dbpedia.org/resource/Kim_Sawchuk', 'http://dbpedia.org/resource/Airtours_International_Airways']","['http://dbpedia.org/property/region', 'http://dbpedia.org/property/destinations']","['http://aksw.org/notInWiki/theAirtoursInternationalAirways', 'http://aksw.org/notInWiki/theKimSawchuk']",0.0,0.0,['http://dbpedia.org/ontology/regionServed'],0.0,0.0
Where was Antonio Giannini born?,['http://dbpedia.org/resource/Antonio_Giannini'],['http://dbpedia.org/ontology/birthPlace'],['http://dbpedia.org/resource/Antonio_Giannini'],1.0,1.0,['http://dbpedia.org/ontology/birthPlace'],1.0,1.0
Where was David Scherman trained ?,['http://dbpedia.org/resource/David_Scherman'],['http://dbpedia.org/ontology/training'],['http://dbpedia.org/resource/David_Scherman'],1.0,1.0,['http://dbpedia.org/ontology/coach'],0.0,0.0
Which company offer service of Outlook.com and OneDrive?,"['http://dbpedia.org/resource/Outlook.com', 'http://dbpedia.org/resource/OneDrive']","['http://dbpedia.org/property/services', 'http://dbpedia.org/property/services']","['http://aksw.org/notInWiki/Outlookcom', 'http://dbpedia.org/resource/OneDrive']",0.5,0.5,['http://dbpedia.org/ontology/quote'],0.0,0.0
What is the province of Rouen Business School ?,['http://dbpedia.org/resource/Rouen_Business_School'],['http://dbpedia.org/property/province'],['http://dbpedia.org/resource/Rouen_Business_School'],1.0,1.0,[],0,0.0
What religions do politicians in the Korean Minjoo Party follow?,['http://dbpedia.org/resource/Minjoo_Party_of_Korea'],"['http://dbpedia.org/ontology/party', 'http://dbpedia.org/ontology/religion']",['http://aksw.org/notInWiki/theKoreanMinjooParty'],0.0,0.0,[],0,0.0
Give me the total number of employer of the engineers whose one of the employer is McDonnell Aircraft ?,['http://dbpedia.org/resource/McDonnell_Aircraft'],"['http://dbpedia.org/ontology/employer', 'http://dbpedia.org/ontology/employer']","['http://dbpedia.org/resource/McDonnell_Aircraft', 'http://aksw.org/notInWiki/one']",0.5,1.0,[],0,0.0
"What were the major actions taken by the politicians living in Gales Ferry, Connecticut?","['http://dbpedia.org/resource/Gales_Ferry,_Connecticut']","['http://dbpedia.org/ontology/residence', 'http://dbpedia.org/ontology/battle']","['http://dbpedia.org/resource/Connecticut', 'http://dbpedia.org/resource/Gales_Ferry,_Connecticut']",0.5,1.0,['http://dbpedia.org/ontology/occupation'],0.0,0.0
"Where was Live in Detroit, MI recorded ?","['http://dbpedia.org/resource/Live_in_Detroit,_MI']",['http://dbpedia.org/ontology/recordedIn'],"['http://dbpedia.org/resource/Detroit', 'http://aksw.org/notInWiki/MI']",0.0,0.0,['http://dbpedia.org/ontology/recordedIn'],1.0,1.0
who all have been a manager of english under twenty one football team?,['http://dbpedia.org/resource/England_national_under-21_football_team'],['http://dbpedia.org/property/managerclubs'],['http://aksw.org/notInWiki/twentyone'],0.0,0.0,[],0,0.0
Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits?,"['http://dbpedia.org/resource/Helsinki', 'http://dbpedia.org/resource/Danish_straits']","['http://dbpedia.org/property/cities', 'http://dbpedia.org/property/outflow']","['http://dbpedia.org/resource/Helsinki', 'http://aksw.org/notInWiki/Danish', 'http://aksw.org/notInWiki/one']",0.3333333333333333,0.5,[],0,0.0
What awards have been won by the executive producer of Timmy Time ?,['http://dbpedia.org/resource/Timmy_Time'],"['http://dbpedia.org/ontology/executiveProducer', 'http://dbpedia.org/ontology/award']",['http://dbpedia.org/resource/Timmy_Time'],1.0,1.0,['http://dbpedia.org/ontology/award'],1.0,0.5
What is the district of Fort Heath radar station ?,['http://dbpedia.org/resource/Fort_Heath_radar_station'],['http://dbpedia.org/property/district'],['http://dbpedia.org/resource/Fort_Heath'],0.0,0.0,[],0,0.0
What is the common nickname given both to Harding academy and Lyons township high school?,"['http://dbpedia.org/resource/Harding_Academy_(Memphis)', 'http://dbpedia.org/resource/Lyons_Township_High_School']","['http://dbpedia.org/property/nickname', 'http://dbpedia.org/property/nickname']","['http://aksw.org/notInWiki/Lyonstownship', 'http://aksw.org/notInWiki/Harding']",0.0,0.0,[],0,0.0
"Count all those who've played for the youth club which owns the Rosario, Santa Fe stadium.","['http://dbpedia.org/resource/Rosario,_Santa_Fe']","['http://dbpedia.org/property/ground', 'http://dbpedia.org/property/youthclubs']","['http://dbpedia.org/resource/Rosario,_Santa_Fe', 'http://dbpedia.org/resource/Santa_Claus']",0.5,1.0,"['http://dbpedia.org/ontology/portrayer', 'http://dbpedia.org/ontology/languageFamily']",0.0,0.0
What are some families of mammals in the animal kingdom?,['http://dbpedia.org/resource/Animal'],"['http://dbpedia.org/ontology/kingdom', 'http://dbpedia.org/ontology/family']",[],0,0.0,[],0,0.0
What is the profession of the Chris Myers (New Jersey) which is the governing body of Oahu Railway and Land Company ?,"['http://dbpedia.org/resource/Chris_Myers_(New_Jersey)', 'http://dbpedia.org/resource/Oahu_Railway_and_Land_Company']","['http://dbpedia.org/ontology/profession', 'http://dbpedia.org/property/governingBody']","['http://aksw.org/notInWiki/theChrisMyers', 'http://aksw.org/notInWiki/LandCompany', 'http://dbpedia.org/resource/Oahu_Railway_and_Land_Company', 'http://dbpedia.org/resource/New_Jersey']",0.25,0.5,['http://dbpedia.org/ontology/person'],0.0,0.0
Count all the different purposes followed by the different NGOs.,['http://dbpedia.org/resource/Non-governmental_organization'],"['http://dbpedia.org/property/type', 'http://dbpedia.org/property/purpose']",[],0,0.0,[],0,0.0
Which television show's developer is Brian Graden and voices to the character is by Isaac Hayes?,"['http://dbpedia.org/resource/Brian_Graden', 'http://dbpedia.org/resource/Isaac_Hayes']","['http://dbpedia.org/property/developer', 'http://dbpedia.org/property/voices']","['http://dbpedia.org/resource/Brian_Graden', 'http://dbpedia.org/resource/Isaac_Hayes']",1.0,1.0,[],0,0.0
How many things are crossed over by bridges which can carry cars?,['http://dbpedia.org/resource/Motor_vehicle'],"['http://dbpedia.org/property/carries', 'http://dbpedia.org/property/crosses']",[],0,0.0,"['http://dbpedia.org/ontology/crosses', 'http://dbpedia.org/ontology/channel']",0.5,0.5
Did Steve Sampson manage a club of Santa Clara university,"['http://dbpedia.org/resource/Steve_Sampson', 'http://dbpedia.org/resource/Santa_Clara_University']",['http://dbpedia.org/ontology/managerClub'],"['http://dbpedia.org/resource/Steve_Sampson', 'http://aksw.org/notInWiki/SantaClara']",0.5,0.5,['http://dbpedia.org/ontology/engineer'],0.0,0.0
What newspapers's owners is Schibsted,['http://dbpedia.org/resource/Schibsted'],['http://dbpedia.org/property/owners'],['http://dbpedia.org/resource/Schibsted'],1.0,1.0,['http://dbpedia.org/ontology/name'],0.0,0.0
Which arena of WPC Dynamo Moscow is death location of Tigran Petrosian >,"['http://dbpedia.org/resource/WPC_Dynamo_Moscow', 'http://dbpedia.org/resource/Tigran_Petrosian']","['http://dbpedia.org/ontology/deathPlace', 'http://dbpedia.org/property/arena']","['http://dbpedia.org/resource/Tigran_Petrosian', 'http://aksw.org/notInWiki/WPCDynamo', 'http://dbpedia.org/resource/Moscow']",0.3333333333333333,0.5,[],0,0.0
List the name of the soccer clubs whose chairman is Joan Laporta.,['http://dbpedia.org/resource/Joan_Laporta'],"['http://dbpedia.org/ontology/chairman', 'http://dbpedia.org/property/name']",['http://dbpedia.org/resource/Joan_Laporta'],1.0,1.0,[],0,0.0
List all the layouts of the automobile whose one of the layout is four-wheel-drive layout ?,"['http://dbpedia.org/resource/Front-engine,_four-wheel-drive_layout']","['http://dbpedia.org/ontology/layout', 'http://dbpedia.org/ontology/layout']","['http://aksw.org/notInWiki/four', 'http://aksw.org/notInWiki/one']",0.0,0.0,[],0,0.0
In which time zone is Pong Pha?,['http://dbpedia.org/resource/Pong_Pha'],['http://dbpedia.org/ontology/timeZone'],['http://dbpedia.org/resource/Pong_Pha'],1.0,1.0,[],0,0.0
What is the alma mater of the Angela Trusty and Charles Ayres?,"['http://dbpedia.org/resource/Angela_Trusty', 'http://dbpedia.org/resource/Charles_Ayres']","['http://dbpedia.org/ontology/almaMater', 'http://dbpedia.org/ontology/almaMater']","['http://aksw.org/notInWiki/theAngelaTrusty', 'http://dbpedia.org/resource/Charles_Ayres']",0.5,0.5,[],0,0.0
"Which band had the members of The Conglomerate, and has made 'Before I let you go'?","['http://dbpedia.org/resource/The_Conglomerate_(American_group)', 'http://dbpedia.org/resource/Before_I_Let_You_Go']","['http://dbpedia.org/ontology/musicalArtist', 'http://dbpedia.org/property/pastMembers']",['http://aksw.org/notInWiki/TheConglomerate'],0.0,0.0,['http://dbpedia.org/ontology/part'],0.0,0.0
What is the birth place of the cast of Lagnacha Dhumdhadaka?,['http://dbpedia.org/resource/Lagnacha_Dhumdhadaka'],"['http://dbpedia.org/property/starring', 'http://dbpedia.org/property/placeOfBirth']",['http://dbpedia.org/resource/Lagnacha_Dhumdhadaka'],1.0,1.0,[],0,0.0
How many rivers start in an English speaking country?,['http://dbpedia.org/resource/English_language'],"['http://dbpedia.org/ontology/officialLanguage', 'http://dbpedia.org/ontology/sourceCountry']",['http://aksw.org/notInWiki/English'],0.0,0.0,['http://dbpedia.org/ontology/source'],0.0,0.0
"What is the television show whose theme music composer's home town is El Sobrante, California?","['http://dbpedia.org/resource/El_Sobrante,_California']","['http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/property/themeMusicComposer']","['http://dbpedia.org/resource/El_Sobrante,_California', 'http://dbpedia.org/resource/California']",0.5,1.0,[],0,0.0
What  is the Nickname of Daniel O'Regan ?,"[""http://dbpedia.org/resource/Daniel_O'Regan""]",['http://dbpedia.org/property/nickname'],"[""http://dbpedia.org/resource/Daniel_O'Regan""]",1.0,1.0,[],0,0.0
Where are Aureus and Solidus used as currency?,"['http://dbpedia.org/resource/Aureus', 'http://dbpedia.org/resource/Solidus_(coin)']","['http://dbpedia.org/ontology/currency', 'http://dbpedia.org/ontology/currency']","['http://aksw.org/notInWiki/Solidus', 'http://dbpedia.org/resource/Aureus']",0.5,0.5,[],0,0.0
Music for what was made by someone who died of a cardiovascular disease?,['http://dbpedia.org/resource/Cardiovascular_disease'],"['http://dbpedia.org/ontology/deathCause', 'http://dbpedia.org/property/music']",[],0,0.0,['http://dbpedia.org/ontology/house'],0.0,0.0
Is the chestnut white bellied rat a mammal?,"['http://dbpedia.org/resource/Chestnut_white-bellied_rat', 'http://dbpedia.org/resource/Mammal']",['http://dbpedia.org/ontology/class'],[],0,0.0,['http://dbpedia.org/ontology/fat'],0.0,0.0
Was Tim Gunn a guest on The Broken Code?,"['http://dbpedia.org/resource/The_Broken_Code', 'http://dbpedia.org/resource/Tim_Gunn']",['http://dbpedia.org/property/guests'],"['http://dbpedia.org/resource/The_Broken_Code', 'http://dbpedia.org/resource/Tim_Gunn']",1.0,1.0,[],0,0.0
